District,NRSC,GSI,New,Type_of_sl,Length,Width,Area,Building_I,Road_impac,Impact_Agr,LU_2010,LU_2018,Reclass_Sl,RASTERVALU,longitude,latitude,elevation_m,soil_type,precip_2018_mm,Specific_r,Remarks
Idukki,Y,N,N,SS,140,12,1680,0,N,FMP,FMP,FMP,3,17.30033302,76.98167088,9.923992481,486,Clay Loam,2507.233482,,
Idukki,Y,Y,N,DF,0,0,1163.71,1,C,FMP,SPL,FMP,3,15.39247894,77.00294971,9.827573339,965,Clay Loam,2938.471587,,Ground cracks are present in the crown area indicating chances of retrogression
Idukki,Y,N,N,SS,0,0,3575,0,C,FMP,FMP,FMP,3,18.26333046,76.96984534,9.907859454,487,Clay Loam,2507.233482,,
Idukki,Y,N,N,SS,0,0,1275,1,N,FMP,FMP,FMP,3,15.29763794,76.94570823,9.881871813,695,Clay Loam,2879.933392,,
Idukki,Y,Y,N,DF,212,9,1908,1,D,FMP,SPL,FMP,3,19.90684128,76.96407081,9.90638795,663,Clay Loam,2507.233482,1,One temporary shop in the road side destroyed.
Idukki,Y,Y,N,DF,122,17,2074,1,C,FMP,FMP,FMP,3,16.18561554,76.93373108,9.886544951,733,Clay Loam,2879.933392,,1 abandoned Pentecost church situated above the crown of slide. Crown cracks are observed at the front portion of church.
Idukki,Y,Y,N,SS,18,17,306,1,C,FMP,FMP,FMP,3,16.85545158,76.95350719,9.872570128,595,Clay Loam,2570.936814,2,Road blocked and electric pole damaged. Easing of slope to be done. Suitable box culvert to be constructed at the road.   This landslide is covered by one NRSC polygons with the other two.
Idukki,Y,Y,N,DF,52,10,520,1,N,FMP,FMP,FMP,3,15.38596058,76.94292129,9.891690753,735,Clay Loam,2879.933392,,Ground cracks observed at the courtyard of the house. Cracks inside the wall of the house .
Idukki,Y,Y,N,DF,0,0,1925,1,N,FMP,FMP,FMP,3,19.28865623,76.94125359,9.878875297,665,Clay Loam,2879.933392,,
Idukki,Y,Y,N,DF,0,0,1475,0,D,FMP,FMP,FMP,3,19.6980629,76.94267158,9.872231236,837,Clay Loam,2879.933392,2,Road damaged. A Cut slope failure is seen above the crown at the road side which is the only accessibility towards Swapnagramam where 20 houses are located.
Idukki,Y,N,N,DF,338,11,3718,0,D,FMP,FMP,FMP,3,16.23153305,76.87739034,9.860963088,534,Clay Loam,3356.552559,,
Idukki,Y,N,N,DF,249,21,5229,2,N,FMP,FMP,FMP,3,19.86201286,77.1851129,9.837775763,993,Sandy Clay Loam,2038.613207,,
Idukki,Y,Y,N,DF,0,0,10825,0,N,FMP,FMP,FMP,3,15.87850189,76.86292502,9.771366371,349,Sandy Clay Loam,3490.218496,,Flow occurred in cultivated land.
Idukki,Y,N,N,DF,0,0,1700,0,N,FMP,FMP,FMP,3,17.98908615,76.84500389,9.869422003,692,Clay Loam,3918.060297,,
Kannur,Y,N,N,DF,0,0,901.655,0,N,N,FNO,FNO,3,19.6980629,75.77635803,12.06791935,673,Clay Loam,4034.310988,,
Kottayam,Y,N,N,DF,0,0,1929.278092,0,N,N,FNO,FNO,3,19.35972404,76.8637009,9.723283884,659,Sandy Clay Loam,3408.759907,,
Kottayam,Y,N,N,SS,0,0,507.231,0,N,N,FNO,FNO,3,15.81242466,76.90395766,9.658738396,684,Sandy Clay Loam,2971.726744,,
Malappuram,Y,N,N,DF,0,0,5153.24,0,N,N,FNO,FNO,3,19.31074905,76.30827081,11.43807133,329,Clay Loam,2594.373493,,
Malappuram,Y,N,N,SS,0,0,517.679,0,N,N,FNO,FNO,3,17.42684364,76.21685924,11.43721518,354,Sandy Clay Loam,2814.579821,,
Malappuram,Y,N,N,DF,0,0,4303.81,0,N,N,FNO,FNO,3,16.84085655,76.1865864,11.35574294,550,Sandy Clay Loam,3146.230081,,
Malappuram,Y,N,N,DF,0,0,2546.92,0,N,N,FNO,FNO,3,19.51777458,76.42228557,11.32651799,399,Sandy Clay Loam,2292.268331,,
Malappuram,Y,N,N,SS,0,0,749.884,0,N,N,FNO,FNO,3,16.36531448,76.40435106,11.35016461,423,Sandy Clay Loam,2152.298404,,
Malappuram,Y,N,N,SS,0,0,647.467,0,N,N,FNO,FNO,3,17.14411545,76.40490399,11.34977667,399,Sandy Clay Loam,2292.268331,,
Palakkad,Y,Y,N,DF,0,0,1135.75496,0,N,N,FNO,FNO,3,19.59977913,76.72045674,10.52638136,1219,Sandy Clay Loam,2292.175031,,
Palakkad,Y,N,N,DF,0,0,1430.33,0,N,N,FDN,FNO,3,19.66936493,76.80565232,10.42901689,714,Clay Loam,2356.377304,,
Palakkad,Y,N,N,DF,0,0,1044.82,0,N,N,FDN,FNO,3,18.2606926,76.80955849,10.42446415,1002,Clay Loam,2356.377304,,
Palakkad,Y,N,N,DF,0,0,2385.76,0,N,N,FDN,FNO,3,17.03801918,76.65418558,10.54909156,311,Sandy Clay Loam,2617.13525,,
Thrissur,Y,N,N,DF,0,0,2538.09,0,N,N,FNO,FNO,3,19.50567818,76.51528012,10.30155349,347,Sandy Clay Loam,3864.75739,,
Thrissur,Y,N,N,DF,0,0,3591.94,0,N,N,FNO,FNO,3,16.21012497,76.63150213,10.33970555,504,Sandy Clay Loam,3443.705515,,
Wayanad,Y,N,N,SS,0,0,551.601,0,N,N,FNO,FNO,3,18.26333046,76.00871286,11.92000205,1223,Loam,2713.53571,,
Idukki,Y,N,N,SS,0,0,425,0,N,N,FNO,FNO,3,15.21861362,76.888712,10.01865028,697,Clay Loam,3350.792588,,
Idukki,Y,N,N,SS,0,0,379,0,N,N,FNO,FNO,3,15.06910896,76.88803421,10.01737943,690,Clay Loam,3350.792588,,
Idukki,Y,N,N,SS,219,35,7665,0,N,N,FNO,FNO,3,19.26161003,76.90227658,9.851830849,668,Clay Loam,2879.933392,,
Idukki,Y,N,N,DF,201,16,3216,0,N,N,FNO,FNO,3,19.70761681,76.93411902,9.841307371,802,Clay Loam,2983.48475,,
Idukki,Y,N,N,SS,33,19,627,0,N,N,FNO,FNO,3,18.37889099,76.92725647,9.887334212,821,Clay Loam,2879.933392,,
Idukki,Y,Y,N,DF,0,0,864,0,C,N,FNO,FNO,3,15.34023952,76.95391743,9.847915758,811,Clay Loam,2626.147959,,Road blocked. No construction has to be allowed in the nala path.
Idukki,Y,N,N,DF,0,0,35300,0,N,N,FNO,FNO,3,17.19259071,76.93978208,9.82662801,793,Clay Loam,2983.48475,,
Idukki,Y,N,N,DF,497,30,14910,0,N,N,FDN,FNO,3,19.45961571,77.02574463,9.484423218,372,Sandy Clay Loam,3403.15663,7,
Idukki,Y,N,N,SS,218,33,7194,0,N,GMC,GMC,GMC,3,15.21861362,77.19039694,9.911627394,982,Sandy Clay Loam,2029.705915,04-Oct,
Idukki,Y,Y,N,DF,0,0,3202,1,N,GMC,FMP,GMC,3,18.99336624,77.07834419,9.99627005,857,Sandy Clay Loam,2618.103733,,"Plantation (Rubber, Cardamom, Tapioca, Palm tree) of Chacko Thomas and Lishore Davis washed away"
Idukki,Y,Y,N,DF,0,0,3199,0,C,GMC,SPL,GMC,3,19.96327591,77.09982368,9.925673563,1044,Sandy Clay Loam,2529.555594,,
Idukki,Y,N,N,SS,54,7,378,0,N,GMC,GMC,GMC,3,16.37741089,76.904466,9.751808753,832,Sandy Clay Loam,2976.657334,10,
Thrissur,Y,N,N,DF,0,0,2248.97,0,N,N,GNA,GNA,3,19.87854385,76.67674417,10.29099433,495,Clay Loam,3266.113184,,
Wayanad,Y,N,N,DF,0,0,626.531,0,N,N,GNA,GNA,3,15.11248016,75.99544258,11.55420415,1001,Clay Loam,3298.08721,,
Wayanad,Y,N,N,DF,0,0,6112.73,0,N,N,GNA,GNA,3,18.88517761,75.93779532,11.88878388,1193,Loam,2989.87509,,
Wayanad,Y,N,N,SS,0,0,457.874,0,N,N,GNA,GNA,3,18.22107506,75.96199486,11.88245196,1008,Loam,2617.204002,,
Idukki,Y,N,N,DF,45,14,630,0,D,N,GNA,GNA,3,16.21012497,76.9617164,10.01984978,841,Clay Loam,2509.308641,,
Idukki,Y,N,N,SS,13,12,156,0,C,N,GNA,GNA,3,16.50076675,76.92100481,9.826636928,874,Clay Loam,2983.48475,,
Idukki,Y,N,N,SS,186,23,4278,0,N,N,BRG,GNA,3,17.98908615,77.10560713,9.904425946,942,Sandy Clay Loam,2325.740395,,
Idukki,Y,N,N,DF,275,7,1925,0,N,N,GNA,GNA,3,19.9750061,77.03747653,9.85777929,956,Clay Loam,2955.744443,,
Idukki,Y,N,N,SS,47,21,987,0,N,N,GNA,GNA,3,17.46317863,76.92330124,9.845958213,923,Clay Loam,2983.48475,,
Kottayam,Y,Y,N,DF,0,0,1671.78,0,D,N,QUU,QUU,3,19.58293343,76.88752588,9.648830274,425,Sandy Clay Loam,3554.147251,,Loose material is still existing in the source region
Kozhikode,Y,N,N,DF,0,0,423.861696,0,N,N,SPL,QUU,3,19.1007576,76.10750871,11.31681945,528,Sandy Clay Loam,3284.561656,,
Kottayam,Y,N,N,DF,0,0,1521.868705,0,N,N,ROA,ROA,3,18.84977722,76.87235601,9.646029958,436,Sandy Clay Loam,3554.147251,,
Kozhikode,Y,N,N,DF,0,0,2214.278159,0,D,N,ROA,ROA,3,17.77235031,76.02342344,11.48906115,218,Clay Loam,3418.412283,,Landslide Destroyed part of the road
Thrissur,Y,N,N,DF,0,0,1899.09,0,N,N,ROA,ROA,3,17.84587097,76.71700093,10.31262543,597,Clay Loam,3010.291809,,
Idukki,Y,Y,N,SS,0,0,850,1,C,N,FMP,ROA,3,15.46720314,76.92954844,9.897750672,740,Clay Loam,2879.933392,2,Maniyarankudi- Anakomban Road blocked. Gabion wall to be founded over the hard rock. Removal of accumulated material.
Idukki,Y,N,N,SS,0,0,700,0,N,RUB,RUB,RUB,3,15.04904175,76.88229535,9.880859597,151,Clay Loam,3356.552559,,
Idukki,Y,N,N,DF,0,0,9050,0,N,RUB,RUB,RUB,3,17.67921448,76.88066332,9.870897965,276,Clay Loam,3356.552559,,
Idukki,Y,N,N,SS,0,0,1850,0,N,RUB,RUB,RUB,3,15.97855568,76.97072824,9.927238707,395,Clay Loam,2507.233482,,
Idukki,Y,N,N,SS,0,0,4726.36,3,N,RUB,RUB,RUB,3,15.13909721,77.17017046,9.886701019,1101,Sandy Clay Loam,2060.088386,,
Idukki,Y,Y,N,DF,0,0,2425,0,N,RUB,SPL,RUB,3,15.16234016,76.84482107,9.981037761,460,Clay Loam,3770.495989,,Flow occurred in cultivated land.
Ernakulam,Y,N,N,SS,0,0,2875,0,N,N,SNA,SNA,3,17.47154999,76.9080645,10.23584417,588,Clay Loam,2346.406153,,
Thrissur,Y,N,N,SS,0,0,4899.2,0,N,N,SNA,SNA,3,17.84587097,76.63312524,10.29972525,392,Clay Loam,3546.828277,,
Wayanad,Y,N,N,DF,0,0,1350.11,0,N,N,SNA,SNA,3,19.31074905,75.94578157,11.90477868,1115,Clay Loam,3020.21512,,
Wayanad,Y,N,N,DF,0,0,6978.06,0,N,N,SNA,SNA,3,16.50076675,75.95138666,11.88597911,929,Loam,2617.204002,,
Idukki,Y,N,N,SS,0,0,1848,0,N,N,SNA,SNA,3,17.23805809,77.25880847,9.299294719,1431,Sandy Clay Loam,2689.032789,10,
Idukki,Y,N,N,SS,37,11,407,0,N,N,FNO,SNA,3,16.39553452,76.89070076,10.10571869,842,Clay Loam,3169.073084,,
Idukki,Y,N,N,SS,13,13,169,0,C,N,SNA,SNA,3,19.6502018,76.92121884,9.82722107,879,Clay Loam,2983.48475,10,
Idukki,Y,N,N,RF,0,0,809.6,0,N,N,BSG,SNA,3,17.91901207,76.89976165,9.822075268,774,Clay Loam,3476.320147,,
Ernakulam,Y,N,N,DF,0,0,9096.22,0,N,SPL,SPL,SPL,3,19.74577141,76.71869539,10.11829781,346,Sandy Clay Loam,3669.116903,,
Ernakulam,Y,N,N,DF,0,0,2273.19,0,N,SPL,SPL,SPL,3,17.08399963,76.51755872,10.27915988,193,Sandy Clay Loam,3964.646973,,
Kannur,Y,N,N,SS,0,0,1190.56,0,N,SPL,SPL,SPL,3,15.95049286,75.6329355,12.08541686,415,Sandy Clay Loam,4340.905296,,
Kasaragod,Y,N,N,SS,0,0,847.019397,0,N,SPL,SPL,SPL,3,16.48578453,75.4154473,12.33475642,522,Sandy Clay Loam,4512.711625,,
Kasaragod,Y,N,N,SS,0,0,2163.778491,0,N,SPL,SPL,SPL,3,17.8784256,75.16020836,12.6158091,0,Unknown,0,,
Kollam,Y,N,N,DF,0,0,5616.1,0,N,SPL,SPL,SPL,3,19.58293343,77.20881748,8.825595496,1182,Sandy Clay Loam,1909.237496,4,
Kozhikode,Y,Y,N,DF,0,0,2920.721887,0,N,SPL,FMP,SPL,3,18.48054504,75.98280995,11.50054333,199,Clay Loam,3239.505367,,Further modification of the slope should not be permitted.
Kozhikode,Y,N,N,DF,0,0,1415.387794,0,N,SPL,SPL,SPL,3,18.18930054,76.09273125,11.43440149,706,Sandy Clay Loam,3314.611343,,Built up increased
Kozhikode,Y,N,N,SS,0,0,1133.099627,0,N,SPL,SPL,SPL,3,19.23944283,76.08093692,11.3697356,555,Clay Loam,3393.496499,,
Malappuram,Y,Y,N,SS,0,0,5697.21,0,N,SPL,SPL,SPL,3,16.85545158,76.14043025,11.25564504,299,Sandy Clay Loam,3251.774082,,
Palakkad,Y,N,N,SS,0,0,289.82031,0,N,SPL,SPL,SPL,3,17.75595856,76.69157514,10.43910784,767,Clay Loam,2838.279972,,
Palakkad,Y,N,N,DF,0,0,4220.328368,0,N,SPL,SPL,SPL,3,19.44503975,76.56037947,10.55288626,219,Sandy Clay Loam,3064.824379,,
Wayanad,Y,N,N,DF,0,0,894.379,0,N,SPL,SPL,SPL,3,16.07476234,75.97005692,11.86099922,803,Clay Loam,2617.204002,,
Wayanad,Y,N,N,DF,0,0,4037.66,0,N,SPL,SPL,SPL,3,15.21861362,76.00651899,11.54188812,895,Loam,3476.993615,,
Idukki,Y,N,N,SS,0,0,772,0,N,SPL,SPL,SPL,3,16.59626389,76.92007731,10.06421337,1013,Clay Loam,2818.656514,,
Idukki,Y,N,N,SS,0,0,929,0,N,SPL,GMC,SPL,3,16.51274109,76.91980531,10.06188572,1040,Clay Loam,2818.656514,,
Idukki,Y,N,N,SS,0,0,459,0,N,SPL,SPL,SPL,3,15.88477802,76.91921225,10.06473509,1032,Clay Loam,2818.656514,,
Idukki,Y,N,N,SS,0,0,533,0,N,SPL,SPL,SPL,3,18.81175423,76.91683555,10.09158334,931,Clay Loam,2818.656514,,
Idukki,Y,N,N,SS,0,0,1558,0,N,SPL,GNA,SPL,3,18.42068291,77.25765802,9.391838903,1471,Sandy Clay Loam,2725.533309,10,
Idukki,Y,N,N,SS,0,0,1346,0,N,SPL,BSL,SPL,3,16.7529583,76.96309872,9.947500862,730,Clay Loam,2507.233482,,
Idukki,Y,Y,N,SS,0,0,640.71,0,N,SPL,GMC,SPL,3,19.10573387,76.91901605,10.11546628,732,Clay Loam,2644.098209,,Slide occurred in cultivated land.
Idukki,Y,N,N,SS,77,17,1309,0,D,SPL,FMP,SPL,3,19.99141312,77.07709118,9.919301507,669,Clay Loam,2529.555594,,
Idukki,Y,N,N,SS,71,20,1420,3,N,SPL,SPL,SPL,3,15.11248016,77.11126127,9.933789126,804,Sandy Clay Loam,2325.740395,1,
Idukki,Y,Y,N,DF,0,0,6639,0,C,SPL,FMP,SPL,3,17.94061089,77.06701807,9.918744119,866,Clay Loam,2529.555594,,
Idukki,Y,Y,N,SS,0,0,1675,0,N,SPL,SPL,SPL,3,18.6046772,76.97891961,10.02248956,897,Clay Loam,2509.308641,10,The slide occur in the cultivated land.
Idukki,Y,Y,N,SS,0,0,8672.17,1,C,SPL,FMP,SPL,3,15.50601864,77.00830509,10.01160936,703,Clay Loam,2835.757566,,The construction of RC wall has started.
Idukki,Y,N,N,SS,0,0,2150,0,N,SPL,GMC,SPL,3,16.9803257,76.96140872,9.925276703,742,Clay Loam,2507.233482,,
Idukki,Y,N,N,SS,228,21,4788,0,D,SPL,SPL,SPL,3,19.23204613,77.08074318,9.951201916,898,Clay Loam,2618.103733,,
Idukki,Y,N,N,SS,114,38,4332,1,C,SPL,GMC,SPL,3,19.33035851,76.98648671,9.919355016,486,Clay Loam,2507.233482,,
Idukki,Y,N,N,SS,26,10,260,0,N,SPL,BSL,SPL,3,19.76481247,77.00787701,9.612564405,1094,Sandy Clay Loam,3127.381309,,
Palakkad,Y,Y,N,DF,0,0,618.700834,0,N,TEA,TEA,TEA,3,19.18264198,76.70575954,10.51267408,1016,Sandy Clay Loam,2292.175031,,
Palakkad,Y,Y,N,SS,0,0,2575.831931,0,N,TEA,TEA,TEA,3,17.0293808,76.70214767,10.53006904,1008,Sandy Clay Loam,2292.175031,,
Thrissur,Y,N,N,DF,0,0,1475.28,0,N,TEA,TEA,TEA,3,19.87618256,76.85510375,10.28707478,848,Clay Loam,2533.577991,,
Thrissur,Y,N,N,DF,0,0,1404.99,0,N,TEA,TEA,TEA,3,18.67915726,76.85587518,10.28373046,871,Clay Loam,2533.577991,,
Wayanad,Y,N,N,DF,0,0,1120.98,0,N,TEA,TEA,TEA,3,17.17550087,75.9960178,11.60514047,858,Sandy Clay Loam,3142.920486,,
Wayanad,Y,N,N,DF,0,0,1389.17,0,N,TEA,TEA,TEA,3,15.07245064,75.99596875,11.60490413,876,Sandy Clay Loam,3142.920486,,
Wayanad,Y,N,N,DF,0,0,631.162,0,N,TEA,TEA,TEA,3,15.95361328,75.97372676,11.85656688,851,Clay Loam,2617.204002,,
Wayanad,Y,N,N,DF,0,0,1292.42,0,N,TEA,TEA,TEA,3,15.95361328,76.04789053,11.57692773,805,Sandy Clay Loam,3454.637319,,Built up increased
Wayanad,Y,N,N,DF,0,0,837.869,0,N,TEA,TEA,TEA,3,15.61856842,76.05457918,11.57810494,788,Sandy Clay Loam,3211.78379,,Built up increased
Idukki,Y,N,N,SS,0,0,737,0,C,TEA,TEA,TEA,3,19.97031593,77.04326444,10.11873034,1735,Clay Loam,2672.020007,2,
Idukki,Y,N,N,SS,0,0,1281.08,0,D,TEA,TEA,TEA,3,15.01888084,77.10869283,10.18371728,1356,Clay Loam,1978.753238,03-Oct,
Idukki,Y,Y,N,DF,0,0,4772,0,D,TEA,TEA,TEA,3,15.20208836,77.10944196,10.18341852,1342,Clay Loam,1978.753238,10,Tea plantation washed away. Munnar- Udampalpettu road damaged.
Idukki,Y,N,N,SS,0,0,1837.03,0,N,TEA,FMP,TEA,3,17.24656677,76.97350626,10.08949202,1507,Clay Loam,2497.285137,,
Idukki,Y,N,N,SS,0,0,1656.28,0,D,TEA,TEA,TEA,3,19.14299774,77.03383344,10.06101174,1539,Clay Loam,2887.758295,03-Oct,
Idukki,Y,N,N,SS,78,12,936,0,N,TEA,TEA,TEA,3,19.20983505,77.01610851,9.608198945,947,Sandy Clay Loam,3127.381309,,
Kozhikode,N,N,Y,DF,80,12,960,0,N,N,BRF,BRF,4,24.98288536,75.99125548,11.53039701,826,Clay Loam,3239.505367,,
Kozhikode,N,N,Y,DF,104,12,1248,0,N,N,BRF,BRF,4,22.49332619,75.9917549,11.53045498,841,Clay Loam,3239.505367,,
Kozhikode,N,N,Y,DF,264,25,6600,0,N,N,BRF,BRF,4,21.09976959,76.00500289,11.51509784,638,Clay Loam,3476.993615,,
Kozhikode,N,N,Y,DF,532,14,7448,0,N,N,BRF,BRF,4,21.40580177,76.11006823,11.44888019,1151,Sandy Clay Loam,3270.146092,,
Kozhikode,N,N,Y,DF,1677,41,68757,0,N,N,BRF,BRF,4,22.79869652,76.1354316,11.45964,1935,Loam,3098.893638,,
Kozhikode,N,N,Y,DF,155,17,2635,0,N,N,BRF,BRF,4,21.89099693,76.13561442,11.45937691,1933,Loam,3098.893638,,
Kozhikode,N,N,Y,DF,1047,25,26175,0,N,N,BRF,BRF,4,24.90099907,76.12305313,11.43610932,1998,Loam,3270.146092,,
Kozhikode,N,N,Y,DF,895,25,22375,0,N,N,BRF,BRF,4,22.31324577,76.11889279,11.42361492,1931,Sandy Clay Loam,3270.146092,,
Palakkad,N,N,Y,DF,232,14,3248,0,N,N,BRF,BRF,4,22.93855476,76.41709963,11.08655593,777,Sandy Clay Loam,2661.687424,,
Palakkad,N,N,Y,DF,439,22,9658,0,N,N,BRF,BRF,4,23.14795113,76.41435283,11.08856699,601,Sandy Clay Loam,2661.687424,,
Palakkad,N,N,Y,DF,1222,18,21996,0,N,N,BRF,BRF,4,21.44416237,76.38977426,11.08913329,833,Clay Loam,2927.656603,,
Idukki,N,N,Y,DF,280,11,3080,0,N,N,BRF,BRF,4,21.83921433,76.99333143,9.906651037,762,Clay Loam,2507.233482,,
Idukki,N,N,Y,RF,63,17,1071,0,N,N,BRG,BRG,4,22.91533089,77.0858444,10.25542854,2404,Clay Loam,2003.722601,,
Idukki,N,N,Y,RF,51,5,255,0,N,N,BRG,BRG,4,22.40154266,76.92011299,9.987062007,280,Clay Loam,2786.603942,10,
Palakkad,N,N,Y,DF,152,7,1064,0,N,N,BRO,BRO,4,24.90099907,76.75027029,10.83646279,882,Clay Loam,1979.040469,,
Palakkad,N,Y,N,DF,315,59,18585,0,N,N,BRO,BRO,4,24.68751335,76.61352749,10.58776089,177,Sandy Clay Loam,2777.097913,,Quarry present
Idukki,N,N,Y,RF,83,6,498,0,N,TEA,BRO,BRO,4,22.42953491,77.01081556,10.08119809,1896,Clay Loam,2887.758295,,
Palakkad,N,Y,N,DF,180,32,5760,0,N,N,BRS,BRS,4,24.21620941,76.53591684,10.62554285,251,Sandy Clay Loam,3239.441727,,
Idukki,N,N,Y,SS,123,12,1476,0,N,N,BRS,BRS,4,23.0080204,77.1175709,10.20593698,1650,Clay Loam,1802.476562,,
Idukki,N,N,Y,SS,84,16,1344,0,N,BSL,GMC,BSL,4,23.78206062,76.99509277,9.512582441,542,Sandy Clay Loam,2963.509335,,
Idukki,N,N,Y,DF,146,13,1898,0,C,BSL,FMP,BSL,4,20.3135376,77.02652943,10.08077447,1673,Clay Loam,2887.758295,10,
Idukki,N,N,Y,SS,36,6,216,0,C,BSL,FCP,BSL,4,20.70504951,77.04501687,10.09976133,1570,Clay Loam,2887.758295,,
Idukki,N,N,Y,SS,28,15,420,0,N,BSL,FMP,BSL,4,22.41354561,77.01108311,10.00047052,521,Clay Loam,2835.757566,05-Jul,
Idukki,N,N,Y,SS,64,15,960,0,N,BSL,FCP,BSL,4,24.65975952,77.04313067,9.994762874,846,Clay Loam,2981.859145,,
Idukki,N,Y,N,DF,207,8,1697.89,1,D,BSL,GMC,BSL,4,21.55656052,76.99833008,9.9799542,570,Clay Loam,2510.151825,4,The Adimali - Idukki road blocked.
Idukki,N,Y,N,SS,16,13,204.85,1,N,BSL,FMP,BSL,4,24.29986954,77.01266163,9.992123086,556,Clay Loam,2981.859145,1,Another slope failure occur adjacent to the slide in which oen house partially damaged.
Idukki,N,Y,N,DF,99,8,792,1,C,BSL,BSL,BSL,4,24.10877228,76.98005222,9.852410532,659,Clay Loam,2570.936814,,The surface run off along this unpaved road (Priyadersinimedu) shall be regulated so as not to enter into valley in uncontrolled manner.
Idukki,N,N,Y,SS,24,6,144,0,N,BSL,BSL,BSL,4,22.73613739,76.98665615,9.647015419,902,Sandy Clay Loam,2769.107865,,
Idukki,N,N,Y,SS,47,5,235,0,N,BSL,SPL,BSL,4,22.63591385,76.99283647,9.64210149,883,Sandy Clay Loam,2769.107865,,
Malappuram,N,Y,N,SS,0,0,931.609,0,N,N,BSS,BSS,4,22.63394356,76.11565103,11.31558874,640,Sandy Clay Loam,3284.561656,,
Ernakulam,N,Y,N,DF,102,15,1530,1,N,N,BUI,BUI,4,24.87360954,76.47764531,10.24695625,132,Sandy Clay Loam,4247.460436,,"Widening of stream after the slide, unstable debris material present at source and slide course, Built up increased"
Kottayam,N,Y,N,DF,0,0,0,1,N,N,BUI,BUI,4,24.38486099,76.86585019,9.700270463,564,Sandy Clay Loam,3408.759907,,"Built up increased, 4 persons belonging to the house died on account of the slide"
Kozhikode,N,Y,N,DF,0,0,1198.968602,0,N,N,BUI,BUI,4,21.50364494,76.10090924,11.33124018,584,Sandy Clay Loam,3284.561656,,No loss for life and property
Palakkad,N,Y,N,DF,0,0,0,0,N,N,BUI,BUI,4,20.95981407,76.67034982,10.45663656,1084,Sandy Clay Loam,2778.127021,,
Palakkad,N,Y,N,DF,0,0,0,0,N,N,BUI,BUI,4,22.79869652,76.66985932,10.45381395,1107,Clay Loam,2778.127021,,Built up increased
Palakkad,N,Y,N,DF,0,0,0,0,N,N,BUI,BUI,4,21.59033203,76.6685528,10.45274823,1100,Sandy Clay Loam,2778.127021,,Built up increased
Palakkad,N,Y,N,DF,0,0,0,0,N,N,BUI,BUI,4,21.59033203,76.66850375,10.45264121,1100,Sandy Clay Loam,2778.127021,,Built up increased
Pathanamthitta,N,Y,N,DF,0,0,0,1,N,N,BUI,BUI,4,21.67234039,76.94988195,9.316248222,131,Sandy Clay Loam,3355.434618,2,"Cut slope failure happened on the side of Chittar-Meenkuzhi road , which damaged the retaining wall of the house"
Thrissur,N,Y,N,DF,62,9,558,0,N,N,BUI,BUI,4,22.7498436,76.32368147,10.47906584,101,Sandy Clay Loam,3964.883007,,Heavy flow of water along on old first order stream and widening of stream channel
Wayanad,N,Y,N,DF,106,17,1802,0,C,N,BUI,BUI,4,22.73025894,76.03964119,11.58457063,818,Sandy Clay Loam,3454.637319,,Built up increased
Wayanad,N,Y,N,DF,0,0,0,0,N,N,BUI,BUI,4,23.57349014,76.011696,11.54483112,852,Clay Loam,3476.993615,,
Wayanad,N,Y,N,DF,0,0,0,0,N,N,BUI,BUI,4,20.14291,75.99705677,11.61377774,873,Sandy Clay Loam,3142.920486,,Built up increased
Wayanad,N,Y,N,DF,0,0,0,1,N,N,BUI,BUI,4,20.41863441,76.03577961,11.53666651,757,Sandy Clay Loam,3476.993615,,Built up increased
Wayanad,N,Y,N,DF,0,0,0,0,N,N,FMP,BUI,4,24.25186348,76.05241651,11.60555516,782,Sandy Clay Loam,2991.241518,,
Wayanad,N,Y,N,SS,0,0,0,1,N,N,BUI,BUI,4,21.37803841,76.12858242,11.5611113,843,Sandy Clay Loam,2958.022698,1,"Built up increased, Unscientific slope cut made for house construction. The overburden thickness is  >5m and noted with seepage in this location."
Wayanad,N,Y,N,SS,0,0,0,0,N,N,BUI,BUI,4,22.21026993,76.03553436,11.85209886,776,Clay Loam,2852.062845,,Built up increased
Wayanad,N,Y,N,DF,0,0,0,0,N,N,BUI,BUI,4,22.49332619,75.95857027,11.83127932,744,Clay Loam,2680.786372,,Built up increased
Wayanad,N,Y,N,SS,0,0,0,0,N,N,BUI,BUI,4,22.50525856,75.90569425,11.75431523,793,Sandy Clay Loam,3129.282586,,Built up increased
Idukki,N,Y,N,SS,0,0,0,2,N,N,BUI,BUI,4,20.25150681,76.96045002,10.01334841,567,Clay Loam,2509.308641,1,The house of Sheela was constructed in the slope without considering the slope angle and the overburden material without anchoring the basement to bed rock.
Idukki,N,Y,N,SS,0,0,0,1,N,N,GMC,BUI,4,22.08007813,76.83084178,10.06093147,529,Clay Loam,3828.400599,1,The house was constructed by cut and fill method.
Idukki,N,Y,N,DF,24,9,205.23,1,N,N,FMP,BUI,4,20.90258598,76.92594103,10.06058812,933,Clay Loam,2818.656514,1,
Idukki,N,Y,N,SS,73,15,1095,5,D,N,BUI,BUI,4,21.26432228,77.10971396,10.06777174,1639,Clay Loam,2256.497484,1,"PHC road damaged, electric pole damaged. Debris material got accumulated at the backside of the house of Danas, Puthen veedu located 300m downstream."
Idukki,N,Y,N,SS,0,0,0,1,N,N,BUI,BUI,4,23.97164154,77.10431845,10.06230042,1572,Clay Loam,2256.497484,1,
